FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,INTER_TFR,CONTRIBTNS,INC_INVEST,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,YEAR,Year,Income_by_year
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,2021-07-01,2022-06-30,365,Audited,Excl. Ind. Audit Adj.,Santa Barbara,10,807,City/County,Psychiatric,PHF,,805-681-5244,"315 CAMINO DEL REMEDIO, BLDG. 3",SANTA BARBARA,93110,CHRIS RIBEIRO,CFO,HTTP://COUNTYOFSB.ORG/BEHAIOVRAL-WELLNESS,COUNTY OF SANTA BARBARA,RALPH MEZA,CONTY OF SANTA BARBARA DEPT OF BEHAVIORAL WELLNESS,,05-4125,,,16,16,16,83.0,,3866.0,,700.0,82.0,,,,4731,41.0,,271.0,,25.0,12.0,,,,349,,16.0,,,,,,4731.0,,,,,,349.0,,,,,81.0,81.0,13.6,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,9139620,6791431.0,,2348189,,10080761,-7732572.0,7732572.0,,,,9139620,,,,,,,,,,,,,,,,,,,,,,,138041.0,,5010462.0,,,1475589.0,167339.0,,,,,,,,,,,,,,,,,,,,,7218614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021,2797901180.0
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Santa Barbara,10,805,Non-Profit,General,Comparable,Rural,805-688-6431,2050 VIBORG ROAD,SOLVANG,93463,RONALD C. WERFT,PRESIDENT,,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SEAN MONAHAN,"TOYON ASSOCIATES, INC.",,05-1331,1952301863,ZZT30478F,11,11,8,262.0,35.0,2.0,9.0,,,70.0,,,378,95.0,13.0,1.0,3.0,,,26.0,,,138,11.0,,,,,,378.0,,,,,,138.0,,,,,,9.4,9.4,2.7,2.7,,,,11160.0,829.0,488.0,2917.0,,416.0,5930.0,,429.0,22169.0,8341.0,,,13765.0,,2.0,,2870.0,,61.0,,,55264192,29708594.0,,25555598,1206944.0,21836406,4926136.0,4026465.0,104205.0,,8848396.0,1911292,13522780.0,39830120.0,2680663.0,368817.0,41277.0,96126.0,,,730834.0,,,3917717.0,27111561.0,1866192.0,1038237.0,6186830.0,,893247.0,13280183.0,,970225.0,51346475.0,17252756.0,1124335.0,856998.0,4685482.0,,,262187.0,3408996.0,844232.0,676819.0,,596789.0,,,,12196446.0,1098794.0,200156.0,1559776.0,,626194.0,9763799.0,,110433.0,1254794.0,,3899628.0,,1529952.0,3067181.0,7930345.0,,,,,4820665.0,774944.0,2719981.0,993338.0,8103260.0,2151114.0,1112642.0,196139.0,1917437.0,6106064.0,1246142.0,42920.0,132209.0,,828479.0,49750128.0,,12415282.0,10062729.0,2518289.0,,74746428.0,3832668.0,88609.0,170966.0,70654185.0,74746428.0,7954749.0,3798508.0,-1897485.0,16941179.0,9024469.0,26931612.0,14516330.0,,,,212965.0,41999.0,71111.0,902128.0,75.0,21.0,141082.0,14816.0,155898.0,27.0,,14609.0,67614.0,34044.0,3686.0,5058.0,5357.0,10713.0,,1.0,,14974.0,33955.0,45081.0,,36109.0,,10963.0,17671.0,38581.0,50227.0,,37430.0,,11989.0,2021,2021,2797901180.0
106371256,SCRIPPS GREEN HOSPITAL,2020-10-01,2021-09-30,365,Audited,Incl. Ind. Audit Adj.,San Diego,14,1416,Non-Profit,Specialty,Comparable,,858-455-9100,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037-9985,CARL ETTER,ADMINISTRATOR,HTTP://WWW.SCRIPPS.ORG/LOCATIONS.ASP?ID=1,SCRIPPS HEALTH,CLAUDIA QUILITORIO,SCRIPPSHEALTH,,05-0424,HSC30424J,,173,150,89,9700.0,8332.0,970.0,1016.0,,112.0,11535.0,35.0,127.0,31827,2229.0,1991.0,73.0,97.0,,26.0,2726.0,8.0,20.0,7170,173.0,,,,,,31827.0,,,,,,7170.0,,,,,,50.4,58.1,4.4,4.4,,,,26942.0,17687.0,174.0,489.0,,167.0,59031.0,186.0,648.0,105324.0,,,,95807.0,,12.0,627982.0,606366.0,3662.0,6218.0,,,1922124274,1545359328.0,,376764946,17610923.0,325644660,68731209.0,,,,68731209.0,310773783,16828431.0,1594522060.0,337581377.0,239497967.0,22505179.0,25398570.0,,1432100.0,395309665.0,940313.0,5667437.0,1028332608.0,272746309.0,167893440.0,3017562.0,2310289.0,,895642.0,438757148.0,1606324.0,6564952.0,893791666.0,512971917.0,347047941.0,23866926.0,26217426.0,,,677653.0,614133596.0,4469714.0,3073383.0,,12900772.0,,,,95947524.0,60016052.0,974482.0,1276262.0,,1650089.0,214103075.0,-1.0,2797463.0,,,,,41353125.0,4377932.0,145723314.0,,17062166.0,,16594046.0,44774924.0,3235164.0,32832694.0,19691295.0,106362200.0,26343985.0,4416657.0,3876306.0,81262995.0,74497551.0,19945155.0,901736.0,952219.0,2305607.0,4780249.0,36570376.0,,83704237.0,681327.0,1115600854.0,,1236556794.0,45652433.0,,5723243.0,1185181118.0,1236556794.0,,280503910.0,-253087469.0,164953375.0,117801809.0,283195481.0,199491244.0,,1652494.0,,6508970.0,785727.0,1112623068.0,,1340.0,517.0,2506331.0,301255.0,2807586.0,761.0,97.0,139594.0,713628.0,801223.0,557.0,251839.0,158208.0,400704.0,19153.0,21244.0,181.0,729132.0,84329.0,929183.0,11144.0,578381.0,50627.0,123535.0,809866.0,94521.0,1053840.0,12456.0,634620.0,57452.0,144831.0,2020,2020,3221071110.0
106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,2020-10-01,2021-09-30,365,Audited,Incl. Ind. Audit Adj.,San Diego,14,1416,Non-Profit,General,Comparable,,760-633-6501,354 SANTA FE DRIVE,ENCINITAS,92024,CARL ETTER,CEO,,SCRIPPS HEALTH,FELICITAS (LICHA) HERRERA,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,,05-0503,HSC30503G,ZZT30324F,187,182,155,15552.0,13821.0,3336.0,5170.0,,312.0,13662.0,210.0,70.0,52133,3588.0,2895.0,633.0,1212.0,,68.0,4114.0,79.0,27.0,12616,187.0,,,,,,52133.0,,,,,,12616.0,,,,,,76.4,78.5,4.1,4.1,,,,19790.0,12699.0,2765.0,10409.0,,770.0,41601.0,371.0,1142.0,89547.0,47114.0,,,44090.0,52133.0,6.0,338270.0,328133.0,2527.0,3562.0,1467.0,481.0,1789206848,1427545339.0,202825.0,361864334,5125462.0,336611719,30378077.0,1688575.0,189877.0,,31876775.0,525184484,189642448.0,1074379916.0,372519734.0,312326236.0,70774435.0,111372806.0,,2578325.0,301087927.0,5362475.0,1794417.0,1177816355.0,148983191.0,109804558.0,16606349.0,73630789.0,,2128548.0,252548606.0,1886083.0,5802369.0,611390493.0,444084879.0,368600231.0,81183584.0,157986218.0,,,3003326.0,350901324.0,7722712.0,7248558.0,,6814507.0,,,202825.0,76558379.0,52818715.0,6023908.0,25692444.0,,1703547.0,197936984.0,,1130357.0,,,1666717.0,,81565452.0,27913889.0,88744374.0,3756053.0,,,918756.0,50662859.0,9684247.0,60026947.0,13339142.0,126548477.0,30927333.0,28003803.0,1774355.0,44049395.0,62538257.0,13306994.0,1203451.0,1323072.0,3139851.0,23796731.0,219038033.0,,142457484.0,39508490.0,603643.0,,401607650.0,34758659.0,,2591010.0,364257981.0,401607650.0,,376057508.0,-310168473.0,205134545.0,79952243.0,298765282.0,156307798.0,,853880.0,,3114905.0,523895.0,144752494.0,,1823.0,854.0,3351023.0,452152.0,3803175.0,2247.0,3.0,162107.0,909605.0,1147770.0,8168.0,608125.0,189950.0,313387.0,,11687.0,224.0,1311159.0,412782.0,826526.0,60.0,469465.0,140514.0,190517.0,1441533.0,442384.0,1015745.0,61.0,513628.0,157436.0,232388.0,2020,2020,3221071110.0
106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,2020-10-01,2021-09-30,365,Audited,Incl. Ind. Audit Adj.,San Diego,14,1416,Non-Profit,General,Comparable,,858-626-4123,9888 GENESSE AVE,LA JOLLA,92037,CARL ETTER,CORP SENIOR VP,WWW.SCRIPPSHEALTH.ORG,SCRIPPS HEALTH,XIANG WU,SCRIPPS HEALTH,2.0,05-0324,HSC30324F,ZZT30324F,426,397,274,29712.0,19509.0,4818.0,9128.0,,375.0,33669.0,495.0,288.0,97994,5845.0,3621.0,623.0,1475.0,,76.0,8388.0,156.0,91.0,20275,426.0,,,,,,97994.0,,,,,,20275.0,,,,,,63.0,67.6,4.8,4.8,,,,23260.0,11176.0,1929.0,8411.0,,183.0,48060.0,357.0,1519.0,94895.0,46004.0,,,49230.0,,23.0,934961.0,704781.0,5498.0,7424.0,2269.0,1093.0,4265673789,3430680110.0,1066814.0,836060493,11747576.0,739580099,108227970.0,11926721.0,319411.0,,119835280.0,1051967869,208328441.0,3005377479.0,915391670.0,560458954.0,139645260.0,244238528.0,,9777294.0,1085382355.0,16202431.0,9448130.0,2980544622.0,364253777.0,169640727.0,12000091.0,75448200.0,,2658512.0,636764463.0,4656855.0,19706542.0,1285129167.0,1112452007.0,639131366.0,126199470.0,277814199.0,,,5181375.0,1208647135.0,7985548.0,20859285.0,,32409725.0,1066814.0,,,163964029.0,91461244.0,25206834.0,41870537.0,,7254431.0,498549893.0,,7753525.0,,,,,131739307.0,33008276.0,279491450.0,,22929108.0,,,108820625.0,10919967.0,94182954.0,58488412.0,246012733.0,59973049.0,13393690.0,9234991.0,169796252.0,131538649.0,58290466.0,1805445.0,2984527.0,9583744.0,36966553.0,1235592129.0,,476904859.0,8886855.0,2256941.0,,1723640784.0,96328214.0,,6032342.0,1621280228.0,1723640784.0,,910483495.0,-684223020.0,650051819.0,234075773.0,887220254.0,410315395.0,,3201602.0,,7320419.0,1288077.0,981831985.0,,3393.0,1588.0,6266834.0,902869.0,7169703.0,2644.0,,372292.0,1489391.0,2426412.0,2875.0,872479.0,297388.0,693430.0,,2114.0,110453.0,2372842.0,466973.0,1865274.0,,1049868.0,156088.0,355789.0,2598351.0,507695.0,2294148.0,,1158499.0,175024.0,435986.0,2020,2020,3221071110.0
106370744,SCRIPPS MERCY HOSPITAL,2020-10-01,2021-09-30,365,Audited,Incl. Ind. Audit Adj.,San Diego,14,1418,Non-Profit,General,Comparable,Teaching,619-294-8111,4077 FIFTH AVENUE,SAN DIEGO,92103,TOM GAMMIERE,SENIOR VP,WWW.SCRIPPSHEALTH.ORG,SCRIPPS HEALTH,XIANG WU,SCRIPPS HEALTH,1.0,05-0077,HSC30077F,ZZT30077F,655,549,402,30254.0,37157.0,19750.0,34130.0,,738.0,18634.0,1547.0,748.0,142958,5008.0,6528.0,3057.0,6950.0,,95.0,4772.0,530.0,257.0,27197,619.0,36.0,,,,,130494.0,12464.0,,,,,26312.0,885.0,,,,,59.8,71.3,5.3,5.3,61.0,5929.0,3549.0,24943.0,29670.0,15670.0,48904.0,,2084.0,46480.0,2226.0,2967.0,172944.0,109670.0,2403.0,,72594.0,,20.0,955545.0,408427.0,7856.0,5187.0,2617.0,952.0,4296690312,3471677298.0,2978941.0,827991955,92137618.0,920822294,-692721.0,1626914.0,91683.0,,842510.0,1375600524,443015513.0,2478074275.0,593017370.0,815590213.0,451630482.0,634385432.0,,10703395.0,527142706.0,39673105.0,5555035.0,3077697738.0,226575336.0,263639667.0,77208635.0,284535736.0,,5176736.0,339026110.0,11417799.0,11412555.0,1218992574.0,696987284.0,933421006.0,400640192.0,753570882.0,-9209825.0,,4468517.0,591281971.0,24922662.0,60328135.0,,15266474.0,2978941.0,,,115222211.0,147217051.0,126611451.0,166913476.0,,11411614.0,255203391.0,-3122.0,5415883.0,,,,,172959467.0,93957324.0,271449655.0,,31426628.0,2320857.0,24393956.0,111160247.0,16855063.0,146696791.0,49602306.0,350607065.0,84692612.0,26189839.0,12689615.0,157296002.0,159395025.0,48289003.0,1501385.0,2984344.0,4561912.0,72615492.0,304879422.0,,219930526.0,71531800.0,3207122.0,,599548870.0,85057937.0,,12799330.0,501691603.0,599548870.0,,1045208367.0,-866995216.0,407625038.0,228818803.0,662320950.0,442390424.0,,3896947.0,,15439968.0,2640638.0,110537220.0,,4382.0,2365.0,7943800.0,1249814.0,9193614.0,3176.0,99.0,561723.0,1978352.0,3228427.0,9463.0,1608386.0,479157.0,,,73403.0,4889.0,3150273.0,1376530.0,2041688.0,65877.0,474165.0,314173.0,519932.0,3495501.0,1523007.0,2561147.0,74193.0,524880.0,352303.0,660938.0,2020,2020,3221071110.0
106374094,SELECT SPECIALTY HOSPITAL - SAN DIEGO,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,San Diego,14,1418,Investor,Specialty,Comparable,,619-260-8300,555 WASHINGTON STREET,SAN DIEGO,92103,TOMMY LE,INTERIM CEO,SANDIEGO.SELECTSPECIALTYHOSPITALS.COM,SELECT MEDICAL CORPORATION,LYNNE SADLER,SELECT MEDICAL,,05-2044,1639172133,,110,110,72,9500.0,4806.0,59.0,5774.0,,5903.0,,,125.0,26167,309.0,128.0,2.0,160.0,,190.0,,,5.0,794,110.0,,,,,,26167.0,,,,,,794.0,,,,,,65.2,65.2,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,524413918,462795770.0,,61618148,45048.0,62752595,-1089399.0,217995.0,,,-871404.0,354487391,,169926527.0,192140794.0,95727062.0,929804.0,113663861.0,,119213784.0,,,2738613.0,524413918.0,,,,,,,,,,,168918862.0,85089857.0,863180.0,99492054.0,,,105462226.0,,500619.0,,,2468972.0,,,,22917212.0,10523602.0,66624.0,14143013.0,,13698056.0,,,269641.0,,,95238.0,,23153463.0,,12508115.0,,,,,8389709.0,1910382.0,11417679.0,5373247.0,25128460.0,6853009.0,1533446.0,5128336.0,5953013.0,8447371.0,890370.0,4110680.0,241217.0,642794.0,3823899.0,18567242.0,,2611049.0,2354181.0,20070789.0,5936400.0,49539661.0,11838831.0,,23745160.0,13955670.0,49539661.0,,70117179.0,-52596324.0,700189.0,3020822.0,3721011.0,1109962.0,6282531.0,20055016.0,,26337547.0,2592387.0,425735.0,,295.0,137.0,553982.0,94058.0,648040.0,54.0,,53644.0,120576.0,165703.0,10324.0,76104.0,34838.0,24511.0,34766.0,33516.0,,303354.0,,77012.0,,106477.0,21603.0,45536.0,351648.0,,93252.0,,127608.0,23649.0,51883.0,2021,2021,2797901180.0
106124004,SEMPERVIRENS P.H.F.,2021-07-01,2022-06-30,365,Audited,Excl. Ind. Audit Adj.,Humboldt,1,105,City/County,Psychiatric,PHF,,707-268-2990,720 WOOD STREET,EUREKA,95501,EMI BOTZLER-RODGERS,"DIRECTOR, BEHAVIORAL",,COUNTY OF HUMBOLDT,SUSANY MENDONCA-GUPTON,"COUNTY OF HUMBOLDT, DHHS BEHAVIORAL HEALTH",,05-4124,,,16,16,16,1516.0,,,,,2550.0,,,,4066,99.0,,,,,255.0,,,,354,,16.0,,,,,,4066.0,,,,,,354.0,,,,,69.6,69.6,11.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,9388829,,,9388829,,9388829,,,,,,9388829,,,3500606.0,,,,,5888223.0,,,,9388829.0,,,,,,,,,,,,,,,,,,,,,,,,,,3500606.0,,,,,5888223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021,2797901180.0
106370875,SHARP CHULA VISTA MEDICAL CENTER,2020-10-01,2021-09-30,365,Audited,Incl. Ind. Audit Adj.,San Diego,14,1420,Non-Profit,General,Comparable,,619-502-3664,751 MEDICAL CENTER COURT,CHULA VISTA,90911-6699,PABLO VELEZ,CEO,HTTP://WWW.SHARP.COM/CHULA-VISTA,SHARP HEALTHCARE,DONNA WELLS,SHARP HEALTHCARE,,05-0222,HSC30222F,ZZT30222F,449,449,318,25972.0,23046.0,16937.0,31412.0,58.0,2147.0,11968.0,1132.0,532.0,113204,3619.0,3566.0,1606.0,4730.0,9.0,457.0,2391.0,354.0,166.0,16898,349.0,,,,100.0,,87885.0,,,,25319.0,,16325.0,,,,573.0,,69.1,69.1,6.7,5.4,,,,22910.0,27775.0,6706.0,34234.0,7.0,7034.0,47430.0,2070.0,972.0,149138.0,70338.0,981.0,,84372.0,,15.0,331732.0,273585.0,3551.0,4702.0,1354.0,754.0,2887395554,2438739224.0,54773764.0,503430094,14655754.0,545064036,-26978188.0,89802738.0,487362.0,,62337188.0,888726866,428749233.0,1569919455.0,497615948.0,467739261.0,215986614.0,480571253.0,739235.0,48992454.0,244434492.0,16311691.0,9782134.0,1982173082.0,154756650.0,170609463.0,44955081.0,252884078.0,39110.0,27552098.0,231518673.0,17042849.0,5864470.0,905222472.0,569150516.0,593621316.0,206137435.0,603010632.0,-7628153.0,701501.0,65696606.0,344248677.0,6047177.0,47300792.0,,10452725.0,24923202.0,,29850562.0,83222082.0,69650610.0,52150076.0,126780784.0,76844.0,10847946.0,156684209.0,,4017543.0,,2535387.0,83174451.0,,126064219.0,43944457.0,167649115.0,,,58033.0,,79248383.0,10548169.0,96242568.0,21309092.0,186051962.0,78379144.0,11301854.0,16095074.0,75753447.0,105094511.0,23343790.0,2886242.0,1774349.0,5490443.0,38893220.0,361876429.0,,325628034.0,1624020.0,45149706.0,,734278189.0,68165331.0,,290245188.0,375867670.0,734278189.0,837016.0,271813469.0,-207908275.0,404414959.0,98354898.0,513981231.0,188353197.0,,,267247898.0,292667443.0,2422255.0,243146696.0,,2203.0,965.0,3937596.0,754416.0,4692012.0,257.0,,100950.0,1090761.0,1504311.0,40077.0,356265.0,580832.0,32829.0,122776.0,106877.0,1918.0,1574692.0,400578.0,1163176.0,,318122.0,81750.0,362833.0,1836677.0,471579.0,1464233.0,,370300.0,91510.0,419297.0,2020,2020,3221071110.0
106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,2020-10-01,2021-09-30,365,Audited,Incl. Ind. Audit Adj.,San Diego,14,1420,Non-Profit,General,Comparable,,619-522-3600,250 PROSPECT PLACE,CORONADO,92118,SUSAN STONE,CEO,SHARP.COM/CORONADO/INDEX.CFM,SHARP HEALTHCARE,KELLY JAMES,SHARP HEALTHCARE,,05-0234,HSC30234F,ZZT30234F,181,167,125,4592.0,3337.0,8260.0,21166.0,,928.0,3887.0,128.0,79.0,42377,714.0,574.0,223.0,605.0,,87.0,377.0,16.0,6.0,2602,59.0,,,,122.0,,12627.0,,,,29750.0,,2354.0,,,,248.0,,64.1,69.5,16.3,5.4,,,,20389.0,11449.0,1595.0,7698.0,,6924.0,31971.0,752.0,589.0,81367.0,19695.0,,,60850.0,,5.0,58370.0,223243.0,492.0,2523.0,,,570192548,451213552.0,17879596.0,136858592,7051136.0,139293043,4616685.0,22330053.0,1897855.0,,25048883.0,114305557,101966185.0,353920806.0,59531674.0,50842180.0,28083696.0,82240282.0,,8120091.0,36748352.0,1599769.0,322422.0,267488466.0,54844842.0,42980336.0,11040217.0,55959999.0,,19163391.0,112339784.0,3574392.0,2801121.0,302704082.0,97750878.0,88392507.0,24395539.0,96578647.0,,,22865062.0,111223287.0,976543.0,6928344.0,,2102745.0,5185908.0,,12693688.0,16625638.0,10615917.0,13934602.0,40661223.0,,4418420.0,49743511.0,,859281.0,,203739.0,20611140.0,,34068309.0,8836224.0,44554004.0,,,,,21455585.0,4481687.0,20605567.0,5291667.0,51882716.0,19556043.0,2406852.0,3919345.0,17924100.0,30248982.0,5991603.0,2242840.0,418913.0,-771.0,4702420.0,83595272.0,,36661637.0,11078890.0,48830753.0,,180166552.0,30993197.0,105019.0,3385997.0,145682339.0,180166552.0,358326.0,52735915.0,-36506900.0,55026653.0,28677034.0,85350537.0,48688900.0,,,,3427883.0,41886.0,57182437.0,,569.0,262.0,1067328.0,144127.0,1211455.0,128.0,,59118.0,255948.0,280519.0,86796.0,155554.0,120548.0,26267.0,55474.0,21707.0,5397.0,477375.0,74711.0,263604.0,,111665.0,34602.0,83280.0,543535.0,85840.0,301394.0,,126185.0,38668.0,91139.0,2020,2020,3221071110.0
106370714,SHARP GROSSMONT HOSPITAL,2020-10-01,2021-09-30,365,Audited,Incl. Ind. Audit Adj.,San Diego,14,1422,Non-Profit,General,Comparable,,619-740-6000,5555 GROSSMONT CENTER DRIVE,LA MESA,91942,WILLIAM S. EVANS,CEO,HTTP:/WWW.SHARP.COM/GROSSMONT,SHARP HEALTHCARE,DONNA WELLS,SHARP HEALTHCARE,,05-0026,HSC30026G,ZZT30026G,542,602,393,38896.0,26872.0,21615.0,35615.0,27.0,3493.0,15340.0,957.0,416.0,143231,6541.0,4672.0,3267.0,8619.0,12.0,787.0,3201.0,260.0,114.0,27473,448.0,46.0,,18.0,30.0,,118078.0,13978.0,,4574.0,6601.0,,25330.0,1406.0,,246.0,491.0,,72.4,65.2,5.2,5.1,,,,90975.0,72553.0,20047.0,107773.0,23.0,8614.0,127059.0,7007.0,641.0,434692.0,93016.0,63236.0,,137550.0,,21.0,724090.0,616916.0,5307.0,7774.0,2028.0,735.0,4407349657,3643265242.0,86010878.0,850095293,20087981.0,871567631,-1384357.0,129008597.0,1557887.0,,126066353.0,1112317406,768824907.0,2526207344.0,753966634.0,543539920.0,306902795.0,752944166.0,643618.0,82968993.0,328656075.0,18794061.0,8372597.0,2796788859.0,390639874.0,251268939.0,69653363.0,421510029.0,88280.0,37554888.0,403373108.0,33411745.0,3060572.0,1610560798.0,959747105.0,743098893.0,287783997.0,946036931.0,-10469739.0,653033.0,101903427.0,526571720.0,7381031.0,76401990.0,,4156854.0,37328500.0,,48682378.0,184859403.0,89038466.0,84455205.0,219007775.0,78865.0,18620454.0,246212655.0,,7822470.0,3405229.0,2019180.0,82963131.0,,160761027.0,109736245.0,257618505.0,,,111540.0,2232657.0,138799462.0,18216194.0,151609429.0,32482572.0,301156853.0,125315879.0,16610494.0,16153836.0,126991797.0,167235683.0,38568827.0,6572723.0,2871535.0,2863760.0,67226244.0,260374795.0,588842339.0,373332949.0,48311386.0,152378423.0,,1423239892.0,123477472.0,5916062.0,95542573.0,1198303785.0,1423239892.0,56824055.0,384115335.0,-280751499.0,568651237.0,148810718.0,750587173.0,377254224.0,,,56743811.0,97963085.0,2420512.0,,19477576.0,3280.0,1374.0,6188455.0,879847.0,7068302.0,338.0,,202964.0,1699724.0,2144142.0,157130.0,309931.0,968911.0,117700.0,342271.0,245682.0,,2017208.0,1124571.0,1653348.0,36282.0,637057.0,175902.0,543875.0,2294815.0,1295487.0,1913929.0,36534.0,721045.0,201664.0,604616.0,2020,2020,3221071110.0
